Date,Open,High,Low,Close,Adj Close,Volume
2016-09-06,67.500000,67.550003,66.709999,67.440002,58.766514,16649400
2016-09-07,67.160004,67.589996,66.959999,67.160004,58.522537,10070400
2016-09-08,67.220001,67.680000,67.000000,67.250000,58.600948,12253000
2016-09-09,67.029999,67.430000,66.639999,66.650002,58.078129,19686900
2016-09-12,66.139999,67.300003,65.760002,67.059998,58.435387,16453000
2016-09-13,66.110001,66.860001,65.820000,66.529999,57.973549,18876100
2016-09-14,66.269997,67.250000,66.209999,66.400002,57.860279,12648600
2016-09-15,66.290001,66.930000,66.089996,66.639999,58.069416,12531300
2016-09-16,66.089996,66.260002,65.440002,65.820000,57.354851,25161500
2016-09-19,66.150002,66.639999,65.849998,66.190002,57.677265,13466900
2016-09-20,66.750000,66.849998,66.239998,66.459999,57.912563,10092200
2016-09-21,66.839996,67.129997,66.309998,66.839996,58.243690,14116800
2016-09-22,66.989998,67.419998,66.839996,67.389999,58.722950,12781700
2016-09-23,67.389999,67.900002,67.180000,67.250000,58.600948,13967400
2016-09-26,66.599998,66.800003,65.540001,65.779999,57.320011,16408100
2016-09-27,65.410004,66.410004,65.110001,66.360001,57.825428,13711400
2016-09-28,66.580002,66.769997,65.989998,66.709999,58.130405,11278000
2016-09-29,66.699997,67.209999,65.349998,65.650002,57.206734,18727200
2016-09-30,66.080002,67.059998,66.080002,66.589996,58.025837,21680100
2016-10-03,66.349998,66.919998,66.260002,66.510002,57.956127,14901700
2016-10-04,66.209999,67.180000,66.099998,66.599998,58.456432,17226900
2016-10-05,66.889999,68.070000,66.800003,67.690002,59.413143,16280000
2016-10-06,67.730003,67.970001,67.050003,67.870003,59.571133,17485000
2016-10-07,67.790001,68.180000,67.400002,68.110001,59.781796,18497000
2016-10-10,68.339996,69.059998,68.230003,68.639999,60.246990,13027500
2016-10-11,68.500000,68.820000,67.930000,68.309998,59.957340,15657100
2016-10-12,68.260002,68.589996,68.050003,68.129997,59.799332,11899800
2016-10-13,67.459999,67.870003,66.820000,67.739998,59.457047,17890000
2016-10-14,68.800003,69.029999,67.300003,67.519997,59.263924,24163800
2016-10-17,67.419998,67.790001,66.739998,67.169998,58.956726,14963400
2016-10-18,67.849998,68.209999,67.540001,67.699997,59.421917,11870300
2016-10-19,67.809998,68.500000,67.809998,68.349998,59.992447,12705800
2016-10-20,68.080002,68.680000,67.940002,68.260002,59.913445,14122000
2016-10-21,67.809998,68.529999,67.699997,68.489998,60.115326,12175700
2016-10-24,68.970001,69.050003,68.500000,68.870003,60.448879,10197100
2016-10-25,68.879997,68.930000,68.379997,68.800003,60.387432,9945100
2016-10-26,68.370003,69.250000,68.370003,69.129997,60.677071,9801300
2016-10-27,69.489998,69.769997,69.099998,69.230003,60.764835,14210700
2016-10-28,69.529999,69.550003,68.470001,69.110001,60.659519,12766500
2016-10-31,69.430000,69.580002,69.230003,69.260002,60.791180,14336300
2016-11-01,69.480003,69.779999,68.330002,68.970001,60.536625,15564500
2016-11-02,68.650002,68.849998,68.010002,68.680000,60.282101,12449800
2016-11-03,68.860001,69.190002,68.220001,68.379997,60.018768,10369700
2016-11-04,68.489998,68.559998,67.639999,67.760002,59.474590,13571300
2016-11-07,69.080002,69.970001,69.000000,69.879997,61.335358,16515100
2016-11-08,69.699997,70.550003,69.239998,70.029999,61.467007,17531700
2016-11-09,71.459999,74.150002,71.320000,73.250000,64.293304,50948400
2016-11-10,74.220001,77.250000,74.220001,76.650002,67.277557,56192300
2016-11-11,76.300003,76.720001,75.769997,76.690002,67.312668,27574300
2016-11-14,77.250000,80.440002,77.250000,79.510002,69.787857,46130700
2016-11-15,78.370003,79.410004,77.779999,79.360001,69.656189,28126300
2016-11-16,78.220001,78.349998,76.879997,77.400002,67.935852,26054900
2016-11-17,77.930000,78.459999,77.599998,78.019997,68.480042,19306700
2016-11-18,77.959999,78.419998,77.550003,77.709999,68.207947,19770000
2016-11-21,78.000000,78.169998,77.290001,78.050003,68.506363,11983500
2016-11-22,78.349998,78.559998,77.760002,78.529999,68.927673,14410100
2016-11-23,78.870003,79.239998,77.889999,78.860001,69.217316,13373700
2016-11-25,79.099998,79.449997,78.470001,78.830002,69.190994,6185700
2016-11-28,78.180000,78.870003,78.019997,78.320000,68.743347,13007200
2016-11-29,78.389999,79.160004,78.389999,78.919998,69.269997,14144100
2016-11-30,79.919998,80.529999,79.699997,80.169998,70.367126,25351900
2016-12-01,80.650002,82.279999,80.650002,81.790001,71.789055,23823600
2016-12-02,81.800003,81.830002,80.900002,81.599998,71.622284,16931500
2016-12-05,82.300003,83.290001,82.290001,83.260002,73.079308,18529800
2016-12-06,83.599998,83.809998,82.430000,83.690002,73.456734,16130000
2016-12-07,83.550003,84.089996,82.849998,84.070000,73.790283,18996900
2016-12-08,84.230003,85.500000,83.940002,85.120003,74.711891,20844900
2016-12-09,85.019997,85.500000,84.139999,85.489998,75.036629,14567200
2016-12-12,85.360001,85.790001,84.290001,84.730003,74.369553,14511300
2016-12-13,84.980003,85.669998,83.820000,84.760002,74.395905,16669000
2016-12-14,83.879997,86.120003,83.760002,84.730003,74.369553,22622600
2016-12-15,85.400002,86.489998,84.900002,86.000000,75.484261,19438900
2016-12-16,86.290001,86.290001,84.889999,84.940002,74.553886,23008500
2016-12-19,84.800003,85.440002,84.190002,85.430000,74.983971,21685100
2016-12-20,85.790001,86.540001,85.550003,86.529999,75.949463,14587300
2016-12-21,86.430000,86.809998,86.029999,86.750000,76.142578,11400500
2016-12-22,86.440002,87.169998,86.209999,86.889999,76.265450,13924200
2016-12-23,87.000000,87.150002,86.400002,87.050003,76.405891,10759400
2016-12-27,87.050003,87.160004,86.750000,87.129997,76.476097,6946400
2016-12-28,87.160004,87.389999,86.349998,86.500000,75.923134,9455600
2016-12-29,86.580002,86.669998,85.040001,85.889999,75.387741,14689000
2016-12-30,86.099998,86.419998,85.660004,86.290001,75.738815,13617800
2017-01-03,87.339996,87.760002,85.980003,87.230003,76.563858,20550700
2017-01-04,86.959999,87.180000,86.400002,86.910004,76.705093,15266600
2017-01-05,86.809998,87.110001,85.260002,86.110001,75.999023,14300800
2017-01-06,86.389999,86.620003,85.940002,86.120003,76.007851,12893300
2017-01-09,85.730003,86.769997,85.519997,86.180000,76.060822,12806600
2017-01-10,86.070000,86.900002,85.720001,86.430000,76.281456,13989000
2017-01-11,86.430000,87.080002,85.910004,87.080002,76.855141,14713100
2017-01-12,86.760002,87.269997,86.019997,86.239998,76.113754,21337400
2017-01-13,87.110001,88.169998,86.099998,86.699997,76.519737,28296000
2017-01-17,84.930000,85.220001,83.279999,83.550003,73.739632,30024600
2017-01-18,83.629997,84.230003,83.029999,83.940002,74.083824,21270100
2017-01-19,84.059998,84.669998,83.120003,83.300003,73.518990,16555600
2017-01-20,83.430000,83.830002,83.290001,83.669998,73.845528,18436800
2017-01-23,83.300003,84.000000,83.209999,83.709999,73.880829,12179200
2017-01-24,83.919998,85.000000,83.559998,84.720001,74.772255,15175300
