Date,Open,High,Low,Close,Adj Close,Volume
2016-09-06,50.560001,50.570000,49.630001,49.990002,42.875744,21832200
2016-09-07,49.790001,50.029999,49.650002,49.770000,42.687054,12437300
2016-09-08,49.810001,49.990002,49.560001,49.900002,42.798550,14169200
2016-09-09,49.490002,49.860001,48.720001,48.720001,41.786480,32147200
2016-09-12,48.369999,48.639999,47.980000,48.540001,41.632095,35588400
2016-09-13,47.799999,47.860001,46.520000,46.959999,40.276962,59000500
2016-09-14,47.080002,47.580002,46.500000,46.520000,39.899582,44841700
2016-09-15,46.119999,46.349998,45.189999,46.150002,39.582233,60827800
2016-09-16,45.700001,45.869999,45.250000,45.430000,38.964699,51871400
2016-09-19,45.619999,46.290001,45.480000,46.009998,39.462151,33562400
2016-09-20,47.150002,47.200001,46.119999,46.560001,39.933880,51510400
2016-09-21,46.509998,46.540001,45.330002,45.830002,39.307766,64530200
2016-09-22,45.830002,46.119999,45.369999,45.720001,39.213425,36964400
2016-09-23,45.500000,45.910000,45.430000,45.740002,39.230583,28710500
2016-09-26,45.369999,45.500000,44.650002,44.880001,38.492970,30938000
2016-09-27,44.790001,45.099998,44.660000,45.090000,38.673088,24359000
2016-09-28,45.360001,45.480000,44.959999,45.310001,38.861774,28220300
2016-09-29,45.189999,45.259998,44.209999,44.369999,38.055550,45266700
2016-09-30,44.330002,44.730000,44.099998,44.279999,37.978359,54117700
2016-10-03,44.119999,44.160000,43.560001,43.830002,37.592400,38197700
2016-10-04,43.619999,44.090000,43.549999,43.750000,37.523777,44008300
2016-10-05,43.830002,45.080002,43.830002,44.990002,38.587318,40459000
2016-10-06,45.180000,45.389999,44.830002,45.180000,38.750278,29878200
2016-10-07,45.200001,45.450001,44.930000,45.330002,38.878925,24893600
2016-10-10,45.700001,45.919998,45.439999,45.650002,39.153389,21804900
2016-10-11,45.799999,45.820000,45.150002,45.450001,38.981850,25442600
2016-10-12,45.509998,45.830002,45.320000,45.320000,38.870346,21780500
2016-10-13,45.240002,45.240002,44.279999,44.750000,38.381462,44174600
2016-10-14,45.169998,45.520000,44.320000,44.709999,38.347160,45418600
2016-10-17,44.540001,44.759998,44.320000,44.500000,38.167042,18861300
2016-10-18,44.750000,45.000000,44.410000,44.950001,38.553005,23877600
2016-10-19,44.860001,45.529999,44.860001,45.259998,38.818893,26977000
2016-10-20,44.970001,45.290001,44.660000,44.930000,38.535847,27210600
2016-10-21,44.740002,45.299999,44.660000,45.090000,38.673088,21490800
2016-10-24,45.450001,45.680000,45.290001,45.520000,39.041893,19303800
2016-10-25,45.470001,45.799999,45.410000,45.720001,39.213425,20402000
2016-10-26,45.459999,46.169998,45.439999,46.150002,39.582233,25181900
2016-10-27,46.419998,46.810001,46.259998,46.410000,39.805229,25661000
2016-10-28,46.570000,46.639999,45.880001,46.230000,39.650845,20882000
2016-10-31,46.400002,46.560001,46.000000,46.009998,39.462151,20115900
